id,date_created,response_status,funded_past_3_yrs,applied_not_funded,org_role,org_role_other_txt,primary_focus,primary_focus_other_txt,postal_code,purpose,confident_in_mac_ability,deadline_comms,guidelines_comms,manipogo,trasparent_granting,response_enquiries,response_results,feedback,complaints_process,improve,connection_to_arts_community,disconnect_explain_txt,rank_advocacy,rank_measure_impact,rank_board_trg,rank_financial_trg,rank_leadership_trg,rank_shared_services,rank_loan_access,rank_networking,rank_marketing,future_impact_txt,comments_txt,funded_status,role_grouped,fsa,.row_id,region,location
118985479810,2025-10-27,completed,No,Yes,Individual Artist,NA,Media Arts,NA,R3B,"Promote and encourage the production, and performance of  the arts and help artists accomplish their goals. ",Confident,Excellent,Good,Good,Fair,Good,Fair,Fair,Fair,Be more specific on how one can re-apply with the same project and what can be done to make it more worthy,Connected,NA,7,2,9,6,5,4,8,3,1,There is a better way to showcase all the art that's being produced. There are so many things that happen that no one knows existed.,"What if there was a program where you said, ""We need more of _______ (THIS)"" and artists contributed to it?  ","Applied, not funded",Individual,R3B,44,Capital Region,Winnipeg Area
118985477224,2025-10-27,completed,Yes,No,Missing,"I am an individual artist, acting on an arts board.",Missing,"Music, literary and film. Most artists must be multitalented to survive. You're missing the boat in this survey.",R3B3H6ANDR3L0H7,"To foster and support community-based arts programming, facilitating audiences and readers and artists who work together to foster a creative climate in Manitoba.",Confident,Excellent,Excellent,Excellent,Don't know,Excellent,Good,Excellent,Don't know,Have more money to distribute.  ,Very connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"I hope that Winnipeg and the rest of Manitoba, especially our northern and rural parts of the province, remain as rich with cultural experiences as they are now with a greater public awareness which develops our audiences more.  We need to develop more accessible venues, i.e. for wheelchair users and others with disabilities first and foremost not dropped to the bottom of concerns as they are now.",Awareness of the arts and the rich spiritual and health-producing results of a life immersed in the arts is critical. We need greater awareness of the need for accessibility in venue (physical access) and financially.,Funded,NA,R3B,45,Capital Region,Winnipeg Area
118985475959,2025-10-27,completed,Yes,Yes,Community-based Organization,NA,Missing,"Music, video",R3C1Y8,"MAC provides both funding and resources to artists, arts and culture programs and organizations as well with an emphasis of funding cultural arts as well with Elders and/or Knowledge keepers. ",Confident,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Good,n/a,Connected,NA,1,4,6,3,2,7,8,5,9,More of the same. I feel MAC supports individual artists as well as schools and community. ,"Please keep grassroots arts communities in mind always. It is the place where many young artists discover their passion, which leads to life long creativity in the art. ",Funded,Organization,R3C,46,Capital Region,Winnipeg Area
118985464615,2025-10-27,completed,Yes,Yes,Arts/Cultural Organization,NA,Media Arts,NA,R3C0E2,To fund and support the arts in Manitoba.,Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Increase funding and funding caps. Surprise surprise!,Very connected,NA,1,4,5,6,7,2,8,9,3,"They have devised a way to inject more funding into the arts, allowing small and medium sized organizations to grow and be sustainable. Either this is through an increase in government funding, or a combination of government and large private/commercial initiatives, taking some of the burden of fundraising off of the organizations, who are stretched thin on resources.","With the rise of AI and the ever changing arts and entertainment landscape, the role of arts/culture in our society is constantly evolving. I would love to see some out of the box thinking that would give our sector some confidence that things will improve, meaningfully and sustainably. Artists have always been progressive and inventive thinkers - the systems that we implement should be an example for other sectors to learn from.",Funded,Organization,R3C,47,Capital Region,Winnipeg Area
118985455053,2025-10-27,completed,Yes,Yes,Missing,Artist run non profit ,Visual Arts,NA,R0E1E0,Fund and educate arts ,Very confident,Excellent,Good,Good,Good,Excellent,Fair,Excellent,Don't know,Specific granting of rural communities less than 2000 residents ,Connected,NA,7,6,3,2,4,5,8,9,1,"Our organization would have been supported financially and education wise by MAC and will be running a beautiful community gathering location with staff, a full board and many programs for the public. ","Our little organization would like to be seen by larger organizations as place they want to connect with to do things provincially wide - such as FLASH , or a place they would like to come to for a group experience/ team build. ",Funded,NA,R0E,48,Interlake,Outside Wpg
118985450641,2025-10-27,completed,Yes,Yes,Arts/Cultural Organization,NA,Literary Arts,NA,R3P0R9,To enhance the culture of art in Manitoba by supporting organizations and artists throughout the province through targeted funding grants,Very confident,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,I'm impressed wth all that MAC aspires to and manages to achieve -- as well its ability to evolve with changing circumstances.,Very connected,NA,2,1,7,8,6,4,9,3,5,"Stronger connections among arts programs in universities, in communities, and professional artists/organizations so that opportunities for cultural art experiences are accessible and available (for artists and audiences) for every individual in every community.","Without art, the world is bleak.",Funded,Organization,R3P,49,Capital Region,Winnipeg Area
118985446503,2025-10-27,completed,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R3L1L8,"To advocate for the arts within the province, to support the arts in Manitoba, and to distribute grant monies from the provincial government to artists & arts organizations across the province.",Confident,Excellent,Excellent,Excellent,Fair,Good,Fair,Excellent,Don't know,NA,Connected,NA,4,9,5,6,7,1,3,8,2,"Created a hub of support for small arts organizations to come together and share resources (marketing, advice, bookkeeping) and offered low-interest loans.","The staff of MAC is incredibly committed, passionate, and helpful. 
I would love to see some of these real-life ideas (loans, resource sharing) come to fruition rather than continuing to seek the ""numbers"" and quantify the impact. We can keep telling people what an impact the arts has, or just support the arts and believe that the art & arts organizations themselves will do the work of helping people to care about what we offer.",Funded,Organization,R3L,50,Capital Region,Winnipeg Area
118985418384,2025-10-27,completed,No,No,Individual Artist,NA,Media Arts,NA,R3P0T8,to encourage the arts in Manitoba,Confident,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,It could change the way it runs the Artist in the School Program and wage schedule.  Over the years it has changed from a program that supported the artist to one that hardly does that.,Very connected,NA,2,1,3,4,5,6,7,8,9,I think they are doing quite well now but I only know one cultural area well,no,"Did not apply, not funded",Individual,R3P,51,Capital Region,Winnipeg Area
118985417920,2025-10-27,partial,Yes,No,Individual Artist,NA,Missing,Bande dessinée: art visuel et art littéraire,R5J0B9,"Appui aux artistes professionnels du Manitoba
Appui aux organismes artistiques professionnels du Manitoba
Appui à la création artistique au Manitoba",Confident,Fair,Fair,Fair,Good,Good,Poor,Fair,Fair,"Soutien de base pour artistes professionnels actifs, reconnus et seniors",Connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Individual,R5J,52,Eastman,Outside Wpg
118985417665,2025-10-27,partial,No,Yes,Individual Artist,NA,Visual Arts,NA,R3M,NA,Confident,Excellent,Excellent,Good,Good,Good,Good,Good,Good,NA,Connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Applied, not funded",Individual,R3M,53,Capital Region,Winnipeg Area
118985404208,2025-10-27,completed,Yes,No,Arts/Cultural Organization,NA,Missing,Combination visual/performing arts,R0K1G0,"MAC is the connection between artists and art/culture organization and the Manitoba Government. They assist in garnering support through education, finances and collegiality.",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't know,I cannot think of any. My experience has been excellent across the board.,Very connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"I believe more of the same is the important thing. I would imagine to keep up with all of our needs, they might develop a larger staff and perhaps spend more time connecting with the rural artists and organizations by visiting and making face to face contact.",Nothing else.,Funded,Organization,R0K,54,Westman,Outside Wpg
118985393604,2025-10-27,completed,Yes,Yes,Missing,non-profit community arts group,Visual Arts,NA,R0C1B0,To assess the value of the work we do and support if worthy.,Don’t know enough to answer,Good,Good,Good,Fair,Good,Good,Fair,Fair,Give equal importance to rural organizations.,Connected,NA,7,5,4,8,6,2,9,3,1,"Expand on your vision of the word ""Culture""....is it inclusive to Manitoba History importance...needs clarification.
","As all of us in the ""Culture"" industry providing destinations for tourists to discover Manitoba in the current political environment...we have seen much more visitation this summer from outside of Canada than previously.  And the remarks are 'remarkable' about their discovery of our Country and our Culture and our 'group intelligence/education' the new visitors to our country  are
voicing with their experiencing....rewarding to hear when we as volunteers put forth an effort to make these destinations a possibility and quality....and something we as citzens have always been proud of.",Funded,NA,R0C,55,Interlake,Outside Wpg
118985379723,2025-10-27,completed,No,No,Individual Artist,NA,Theatre,NA,R3B3J7,"MAC's purpose is to fund and support professional artists and arts organizations in Manitoba.
",Confident,Good,Good,Don't know,Good,Good,Don't know,Don't know,Don't know,More money. The pressure for new initiatives results in sacrificing long-running established activities.,Connected,NA,2,4,5,6,7,3,8,9,1,"A high visibility arts promotion campaign working with Tourism Manitoba to highlight Manitoba arts events at least equal to sport fishing. Make Manitoba arts a destination not only for visitors but also our own citizens. Make it easy for people to find arts activities, both large and small. Get out of the silos; even MAC staff are unaware of what's going on outside their immediate areas.
",Try to ensure that the grant application process keeps art at the forefront ahead of bureaucratic needs.,"Did not apply, not funded",Individual,R3B,56,Capital Region,Winnipeg Area
